0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	1
25	0
26	0
27	0
28	1
29	0
30	0
31	0
32	0
33	0
34	1
35	1
36	1
37	1
38	1
39	3
40	2
41	3
42	2
43	2
44	6
45	2
46	6
47	4
48	8
49	7
50	7
51	7
52	8
53	5
54	6
55	4
56	9
57	12
58	17
59	10
60	23
61	135
62	462
63	1938
64	4390
65	4960
66	4461
67	3607
68	3221
69	2787
70	2310
71	2080
72	1823
73	1514
74	1369
75	1262
76	1207
77	1076
78	1004
79	914
80	880
81	839
82	860
83	826
84	854
85	871
86	894
87	890
88	915
89	901
90	935
91	970
92	1001
93	986
94	997
95	1126
96	1125
97	1237
98	1209
99	1205
100	1274
101	1356
102	1404
103	1434
104	1493
105	1534
106	1631
107	1681
108	1624
109	1728
110	1735
111	1805
112	1964
113	1937
114	2156
115	2181
116	2242
117	2280
118	2373
119	2461
120	2491
121	2542
122	2593
123	2646
124	2793
125	2870
126	2891
127	2992
128	3097
129	3119
130	3241
131	3286
132	3345
133	3530
134	3566
135	3495
136	3577
137	3848
138	3892
139	3789
140	4102
141	3975
142	4047
143	4093
144	4302
145	4354
146	4448
147	4480
148	4497
149	4498
150	4630
151	4725
152	4618
153	4790
154	4890
155	4895
156	5059
157	5091
158	5120
159	5158
160	5147
161	5265
162	5110
163	5241
164	5248
165	5344
166	5420
167	5436
168	5420
169	5423
170	5538
171	5351
172	5346
173	5436
174	5486
175	5391
176	5515
177	5552
178	5426
179	5462
180	5496
181	5308
182	5313
183	5436
184	5402
185	5341
186	5385
187	5245
188	5167
189	5291
190	5274
191	5285
192	5114
193	5132
194	5072
195	5041
196	5171
197	5105
198	5005
199	4993
200	4960
201	4695
202	4851
203	4724
204	4691
205	4682
206	4526
207	4564
208	4490
209	4455
210	4135
211	4319
212	4265
213	4269
214	4125
215	4012
216	3908
217	3999
218	3918
219	3718
220	3765
221	3759
222	3721
223	3586
224	3516
225	3514
226	3409
227	3323
228	3281
229	3215
230	3120
231	3142
232	3117
233	3063
234	2896
235	2986
236	2866
237	2809
238	2798
239	2608
240	2666
241	2661
242	2615
243	2473
244	2442
245	2426
246	2415
247	2334
248	2334
249	2234
250	2205
251	2133
252	2036
253	2037
254	2053
255	1943
256	1878
257	1925
258	1816
259	1789
260	1858
261	1816
262	1751
263	1701
264	1718
265	1669
266	1593
267	1581
268	1596
269	1527
270	1504
271	1511
272	1505
273	1465
274	1407
275	1383
276	1401
277	1358
278	1368
279	1333
280	1318
281	1288
282	1302
283	1244
284	1264
285	1191
286	1191
287	1145
288	1186
289	1120
290	1157
291	1131
292	1201
293	1107
294	1195
295	1131
296	1087
297	1043
298	1037
299	1076
300	1076
301	1058
302	1020
303	1047
304	1070
305	1052
306	1002
307	1070
308	1017
309	1025
310	1015
311	1079
312	1061
313	1010
314	1049
315	1039
316	1114
317	1048
318	1087
319	1036
320	1090
321	1087
322	1075
323	1090
324	1068
325	1056
326	1130
327	1138
328	1067
329	1092
330	1172
331	1125
332	1101
333	1148
334	1137
335	1187
336	1144
337	1202
338	1114
339	1133
340	1236
341	1211
342	1239
343	1134
344	1276
345	1289
346	1250
347	1254
348	1338
349	1258
350	1323
351	1366
352	1383
353	1315
354	1399
355	1358
356	1426
357	1410
358	1408
359	1400
360	1427
361	1465
362	1449
363	1474
364	1524
365	1482
366	1523
367	1571
368	1554
369	1545
370	1562
371	1626
372	1618
373	1591
374	1708
375	1630
376	1654
377	1767
378	1651
379	1716
380	1717
381	1742
382	1766
383	1777
384	1779
385	1792
386	1824
387	1850
388	1807
389	1886
390	1958
391	2036
392	1856
393	1935
394	2001
395	1942
396	1979
397	1992
398	2084
399	1989
400	2043
401	2137
402	2155
403	2081
404	2114
405	2047
406	2129
407	2214
408	2163
409	2233
410	2157
411	2209
412	2135
413	2271
414	2311
415	2242
416	2273
417	2375
418	2229
419	2313
420	2252
421	2302
422	2275
423	2406
424	2350
425	2290
426	2385
427	2421
428	2410
429	2398
430	2389
431	2416
432	2426
433	2449
434	2383
435	2360
436	2451
437	2490
438	2364
439	2471
440	2538
441	2456
442	2462
