0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	1
36	1
37	0
38	0
39	0
40	0
41	0
42	3
43	0
44	1
45	2
46	2
47	1
48	1
49	6
50	2
51	1
52	0
53	4
54	4
55	3
56	3
57	3
58	0
59	4
60	8
61	31
62	108
63	451
64	657
65	645
66	590
67	478
68	440
69	332
70	323
71	265
72	225
73	201
74	201
75	165
76	136
77	135
78	127
79	117
80	114
81	106
82	72
83	80
84	108
85	76
86	99
87	86
88	81
89	78
90	85
91	82
92	85
93	78
94	70
95	82
96	65
97	68
98	82
99	66
100	67
101	79
102	70
103	64
104	56
105	88
106	82
107	70
108	75
109	76
110	85
111	70
112	80
113	60
114	78
115	68
116	81
117	64
118	59
119	64
120	85
121	78
122	81
123	70
124	73
125	67
126	78
127	67
128	83
129	72
130	81
131	81
132	81
133	78
134	81
135	79
136	76
137	81
138	91
139	91
140	67
141	75
142	73
143	72
144	72
145	77
146	70
147	71
148	82
149	74
150	75
151	74
152	70
153	84
154	65
155	76
156	58
157	70
158	77
159	71
160	88
161	75
162	86
163	71
164	85
165	82
166	89
167	83
168	67
169	86
170	64
171	73
172	68
173	60
174	90
175	86
176	80
177	74
178	74
179	55
180	77
181	78
182	75
183	64
184	85
185	82
186	72
187	70
188	64
189	71
190	86
191	83
192	78
193	72
194	74
195	80
196	84
197	83
198	70
199	74
200	68
201	70
202	66
203	94
204	93
205	80
206	71
207	83
208	83
209	65
210	87
211	69
212	71
213	75
214	63
215	61
216	87
217	71
218	69
219	69
220	67
221	67
222	65
223	66
224	79
225	92
226	83
227	79
228	66
229	82
230	78
231	74
232	88
233	72
234	82
235	80
236	85
237	78
238	86
239	78
240	89
241	84
242	76
243	77
244	76
245	79
246	74
247	58
248	87
249	68
250	68
251	93
252	63
253	70
254	74
255	84
256	81
257	90
258	66
259	89
260	64
261	98
262	47
263	78
264	73
265	80
266	64
267	73
268	93
269	78
270	94
271	78
272	100
273	74
274	79
275	82
276	68
277	91
278	88
279	77
280	82
281	74
282	84
283	63
284	77
285	83
286	77
287	78
288	76
289	74
290	77
291	87
292	91
293	76
294	64
295	92
296	76
297	70
298	86
299	88
300	81
301	78
302	97
303	81
304	75
305	88
306	85
307	83
308	66
309	87
310	81
311	84
312	100
313	77
314	70
315	77
316	58
317	85
318	65
319	84
320	84
321	63
322	89
323	90
324	91
325	88
326	83
327	89
328	90
329	93
330	98
331	102
332	73
333	95
334	91
335	106
336	86
337	84
338	76
339	94
340	85
341	110
342	84
343	86
344	81
345	100
346	95
347	110
348	98
349	104
350	98
351	81
352	102
353	84
354	86
355	100
356	113
357	87
358	104
359	90
360	82
361	107
362	98
363	92
364	106
365	103
366	110
367	94
368	92
369	89
370	102
371	103
372	98
373	102
374	83
375	99
376	90
377	104
378	96
379	102
380	111
381	117
382	102
383	119
384	83
385	107
386	96
387	104
388	85
389	96
390	103
391	101
392	102
393	101
394	106
395	101
396	97
397	100
398	103
399	101
400	98
401	98
402	126
403	99
404	97
405	106
406	108
407	104
408	116
409	110
410	107
411	102
412	110
413	104
414	103
415	117
416	115
417	122
418	107
419	117
420	119
421	101
422	99
423	107
424	102
425	98
426	104
427	105
428	113
429	107
430	119
431	121
432	94
433	97
434	124
435	121
436	124
437	86
438	86
439	131
440	94
441	107
442	111
443	94
444	110
445	123
446	103
447	95
448	123
449	104
450	101
451	109
452	112
453	101
454	113
455	110
456	113
457	106
458	113
459	118
460	114
461	116
462	111
463	118
464	99
465	110
466	99
467	108
468	92
469	107
470	104
471	112
472	96
473	115
474	100
475	111
476	96
477	93
478	98
479	103
480	96
481	102
482	105
483	99
484	106
485	98
486	102
487	109
488	110
489	112
490	94
491	97
492	127
493	120
494	100
495	108
496	112
497	108
498	110
499	96
500	107
501	103
502	107
503	99
504	94
505	94
506	109
507	115
508	104
509	99
510	100
511	103
512	82
513	105
514	103
515	118
516	98
517	96
518	109
519	106
520	97
521	102
522	109
523	102
524	99
525	87
526	102
527	112
528	99
529	109
530	107
531	106
532	113
533	86
