0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
101	0
102	0
103	0
104	0
105	0
106	0
107	0
108	0
109	0
110	0
111	0
112	0
113	0
114	0
115	0
116	0
117	0
118	0
119	0
120	0
121	0
122	0
123	0
124	0
125	0
126	0
127	0
128	0
129	0
130	0
131	0
132	0
133	0
134	0
135	0
136	0
137	0
138	0
139	0
140	0
141	0
142	0
143	0
144	0
145	0
146	0
147	0
148	0
149	0
150	0
151	0
152	0
153	0
154	0
155	0
156	0
157	0
158	0
159	0
160	0
161	0
162	0
163	0
164	0
165	0
166	0
167	0
168	0
169	0
170	0
171	0
172	0
173	0
174	0
175	0
176	1
177	0
178	1
179	2
180	2
181	1
182	4
183	1
184	4
185	1
186	1
187	3
188	5
189	3
190	9
191	6
192	18
193	22
194	27
195	37
196	52
197	51
198	57
199	74
200	89
201	92
202	95
203	97
204	92
205	97
206	105
207	80
208	82
209	94
210	102
211	95
212	104
213	105
214	78
215	97
216	85
217	107
218	95
219	93
220	98
221	108
222	87
223	92
224	104
225	98
226	104
227	102
228	93
229	93
230	100
231	89
232	92
233	95
234	94
235	106
236	105
237	103
238	111
239	103
240	93
241	103
242	101
243	95
244	101
245	108
246	127
247	129
248	101
249	123
250	97
251	110
252	122
253	110
254	99
255	99
256	119
257	118
258	104
259	117
260	130
261	85
262	117
263	110
264	110
265	110
266	111
267	106
268	98
269	109
270	103
271	105
272	100
273	94
274	111
275	118
276	117
277	106
278	104
279	121
280	119
281	139
282	129
283	119
284	105
285	119
286	129
287	94
288	110
289	107
290	130
291	106
292	116
293	124
294	122
295	135
296	128
297	109
298	134
299	120
300	130
301	127
302	126
303	124
304	137
305	136
306	139
307	150
308	137
309	135
310	136
311	120
312	113
313	122
314	135
315	138
316	141
317	139
318	112
319	136
320	129
321	130
322	152
323	137
324	130
325	130
326	135
327	139
328	164
329	138
330	141
331	150
332	138
333	134
334	127
335	122
336	146
337	132
338	160
339	152
340	153
341	134
342	148
343	132
344	152
345	147
346	132
347	135
348	147
349	153
350	148
351	161
352	158
353	159
354	155
355	151
356	165
357	145
358	164
359	173
360	176
361	152
362	158
363	146
364	154
365	145
366	158
367	166
368	151
369	161
370	153
371	166
372	157
373	183
374	168
375	168
376	164
377	147
378	174
379	159
380	169
381	187
382	161
383	191
384	181
385	200
386	180
387	188
388	173
389	164
390	187
391	164
392	170
393	181
394	187
395	167
396	184
397	183
398	170
399	174
400	201
401	205
402	185
403	183
404	181
405	190
406	176
407	168
408	188
409	196
410	201
411	166
412	180
413	194
414	189
415	175
416	213
417	160
418	194
419	181
420	172
421	175
422	208
423	194
424	180
425	206
426	204
427	171
428	200
429	201
430	214
431	196
432	177
433	208
434	186
435	231
436	207
437	200
438	209
439	210
440	239
441	204
442	206
443	222
444	232
445	193
446	223
447	219
448	219
449	225
450	234
451	219
452	226
453	227
454	239
455	241
456	216
457	248
458	237
459	210
460	229
461	238
462	215
463	212
464	253
465	240
466	231
467	231
468	232
469	217
470	224
471	224
472	244
473	222
474	218
475	218
476	234
477	223
478	218
479	235
480	259
481	254
482	281
483	246
484	227
485	274
486	257
487	233
488	277
489	236
490	226
491	273
492	246
493	245
494	254
495	258
496	261
497	261
498	276
499	246
500	255
501	280
502	266
503	271
504	263
505	268
506	254
507	271
508	246
509	250
510	287
511	249
512	264
513	259
514	270
515	260
516	319
517	296
518	303
519	276
520	286
521	288
522	300
523	270
524	291
525	288
526	256
527	294
528	273
529	294
530	265
531	267
532	315
533	285
