50.6	-1.395	544	NAN	
50.7	-1.3965	544.5	NAN	
50.8	-1.3995	545.5	NAN	
50.9	-1.3995	545.5	NAN	
51	-1.401	546	NAN	
51.1	-1.401	546	NAN	
51.2	-1.404	546.5	NAN	
51.3	-1.4025	547	NAN	
51.4	-1.4055	547.5	NAN	
51.5	-1.41	548.5	NAN	
51.6	-1.413	549.5	NAN	
51.7	-1.4145	550.5	NAN	
51.8	-1.4175	551	NAN	
51.9	-1.4175	551.5	NAN	
52	-1.419	552	NAN	
52.1	-1.4205	553	NAN	
52.2	-1.422	553	NAN	
52.3	-1.4235	553.5	NAN	
52.4	-1.4235	554	NAN	
52.5	-1.4265	554.5	NAN	
52.6	-1.428	555	NAN	
52.7	-1.431	555.5	NAN	
52.8	-1.4295	555.5	NAN	
52.9	-1.4295	556	NAN	
53	-1.4325	556.5	NAN	
53.1	-1.434	556.5	NAN	
53.2	-1.434	557	NAN	
53.3	-1.4325	557	NAN	
53.4	-1.4355	557.5	NAN	
53.5	-1.434	558	NAN	
53.6	-1.4385	558.5	NAN	
53.7	-1.44	559.5	NAN	
53.8	-1.446	560	NAN	
53.9	-1.4475	561	NAN	
54	-1.4475	561.5	NAN	
54.1	-1.449	562	NAN	
54.2	-1.4505	563	NAN	
54.3	-1.452	563.5	NAN	
54.4	-1.455	564	NAN	
54.5	-1.455	564	NAN	
54.6	-1.4565	564.5	NAN	
54.7	-1.4595	565	NAN	
54.8	-1.461	566.5	NAN	
54.9	-1.467	567	NAN	
55	-1.464	568	NAN	
55.1	-1.467	569	NAN	
55.2	-1.47	569.5	NAN	
55.3	-1.4715	570	NAN	
55.4	-1.4715	570	NAN	
55.5	-1.473	570	NAN	
55.6	-1.476	571	NAN	
55.7	-1.479	571.5	NAN	
55.8	-1.479	572	NAN	
55.9	-1.4805	572.5	NAN	
56	-1.482	573	NAN	
56.1	-1.4835	573.5	NAN	
56.2	-1.4865	574.5	NAN	
56.3	-1.4895	576	NAN	
56.4	-1.494	576.5	NAN	
56.5	-1.4925	576.5	NAN	
56.6	-1.4955	577	NAN	
56.7	-1.497	577.5	NAN	
56.8	-1.497	578	NAN	
56.9	-1.5015	578.5	NAN	
57	-1.5	579	NAN	
57.1	-1.503	579.5	NAN	
57.2	-1.5045	580	NAN	
57.3	-1.506	580.5	NAN	
57.4	-1.509	581.5	NAN	
57.5	-1.5105	582.5	NAN	
57.6	-1.5135	583	NAN	
57.7	-1.515	583.5	NAN	
57.8	-1.515	584	NAN	
57.9	-1.5165	584	NAN	
58	-1.518	584.5	NAN	
58.1	-1.518	585	NAN	
58.2	-1.521	586	NAN	
58.3	-1.5255	587	NAN	
58.4	-1.5285	588	NAN	
